392,377,361,664,481
392,377,361,664,476
392,377,361,664,474
392,377,362,664,520
392,377,362,664,519
392,377,361,664,461
392,377,361,664,441
392,377,362,664,444
392,377,362,664,451
392,377,362,664,447
392,377,362,664,418
392,377,362,664,393
392,377,362,664,446
392,377,362,664,512
392,376,361,664,546
392,377,361,664,543
392,377,361,664,522
392,377,361,664,514
392,377,362,664,535
392,378,363,663,687
392,376,360,664,398
392,377,361,664,327
392,377,363,664,401
392,377,363,664,440
392,377,362,664,462
393,377,362,664,505
392,377,362,664,487
392,377,362,665,468
392,377,362,665,461
392,377,362,664,454
392,377,362,664,413
392,377,362,663,373
392,368,342,663,359
391,375,355,662,97
392,378,361,664,101
392,378,363,664,102
392,378,363,663,110
392,378,364,663,133
392,378,364,663,181
392,377,363,663,238
392,378,363,663,271
392,378,363,662,278
392,378,363,663,295
392,377,363,662,328
392,377,363,663,332
392,377,363,664,320
392,378,363,663,323
392,378,363,663,338
392,378,363,663,359
392,378,363,664,360
393,378,363,663,393
393,378,363,663,401
392,378,363,663,397
392,377,362,663,305
392,377,363,663,195
392,378,364,663,110
392,378,364,663,127
392,377,363,663,279
392,376,362,664,740
392,377,362,664,761
392,377,362,663,688
392,378,362,663,505
392,378,363,664,318
392,378,363,663,286
393,378,363,663,246
392,378,363,663,286
392,378,363,663,314
392,377,363,663,328
392,377,363,664,362
392,377,363,664,376
392,377,363,663,393
392,378,363,663,406
392,378,363,663,418
392,377,363,664,422
393,377,362,663,444
392,377,362,663,464
392,377,362,663,471
392,377,362,663,446
392,377,362,664,421
392,377,362,664,417
392,377,362,663,420
392,377,362,663,436
392,377,362,663,454
392,377,362,664,457
393,377,362,663,467
392,377,362,663,463
392,377,362,663,448
392,377,362,663,450
392,377,362,664,452
392,377,362,664,462
392,377,362,663,479
392,377,362,663,483
392,377,362,663,487
392,377,362,663,488
392,377,361,663,479
392,377,361,663,479
391,377,361,663,478
392,377,361,663,489
392,377,361,664,519
392,377,361,663,534
392,377,361,663,531
392,377,361,663,518
392,377,361,663,501
392,377,361,663,456
392,377,362,663,426
392,377,362,664,444
392,377,362,663,483
392,377,362,664,502
392,377,361,663,499
392,377,361,663,482
392,377,361,663,472
392,377,361,664,458
392,377,362,664,448
392,377,362,663,451
392,377,362,663,456
392,377,362,664,459
392,377,362,664,452
393,377,362,663,435
392,377,362,662,448
392,377,362,662,461
392,377,362,663,487
392,377,362,663,483
392,377,361,664,489
392,377,361,663,483
392,377,361,663,473
392,377,362,663,456
392,377,362,663,428
392,377,362,663,415
392,377,362,664,429
392,377,362,664,448
392,377,362,663,458
392,377,362,663,458
392,377,362,663,459
392,377,362,663,466
393,377,362,663,468
393,377,362,663,471
392,377,362,663,471
392,377,362,663,465
392,377,362,664,456
392,377,362,664,450
392,377,362,664,451
392,377,362,663,463
392,377,362,663,475
392,377,362,663,483
392,377,362,663,476
392,377,362,663,464
392,377,362,663,458
393,377,362,663,454
393,377,362,663,461
393,377,362,663,466
392,377,362,662,481
392,377,362,663,483
392,378,362,663,471
393,378,363,664,482
393,377,362,664,478
393,377,362,663,463
393,377,362,663,464
392,377,362,663,465
392,377,362,663,471
393,377,362,664,474
392,377,362,663,478
392,377,362,663,468
392,377,362,664,424
392,377,362,664,403
392,377,362,663,421
392,378,363,663,447
392,378,363,663,454
392,377,362,663,443
393,377,362,662,449
393,377,362,663,446
392,377,362,663,420
392,377,362,663,433
392,377,362,664,457
392,377,362,664,474
392,377,362,663,477
392,377,362,663,472
392,377,362,663,466
393,377,362,663,459
393,377,362,663,442
393,377,362,662,442
392,377,362,663,455
392,377,362,663,470
393,377,362,664,492
393,377,362,664,484
392,377,362,663,470
392,377,362,663,454
392,377,362,664,437
393,377,362,663,434
393,377,362,663,435
393,377,362,662,424
392,377,362,663,414
392,377,362,663,416
392,377,362,664,416
393,377,362,663,431
392,377,362,663,433
393,377,362,663,437
392,377,362,663,435
392,377,362,663,424
